Word-1	Word-2	Frequency	Singular
floral	ghosts	92	ghost
gold	bones	92	bone
heart	trees	92	tree
ivory	stars	92	star
lemon	lilies	92	lily
mustard	nuts	92	nut
negative	plaques	92	plaque
oven	beans	92	bean
peppermint	nipples	92	nipple
raspberry	chocolates	92	chocolate
ribbon	houses	92	house
rice	carrots	92	carrot
royal	asses	92	ass
shit	beans	92	bean
silver	ghosts	92	ghost
strawberry	eyes	92	eye
tobacco	soils	92	soil
tomato	toasts	92	toast
trout	livers	92	liver
vanilla	cigars	92	cigar
albino	leaves	91	leaf
aluminum	coffins	91	coffin
beech	mushrooms	91	mushroom
beige	bricks	91	brick
burnt	raisins	91	raisin
butter	pears	91	pear
champagne	shoes	91	shoe
cherry	gardens	91	garden
chocolate	walnuts	91	walnut
coffee	soils	91	soil
crap	woods	91	wood
cream	lilies	91	lily
demon	corpses	91	corpse
denim	sheets	91	sheet
eye	crystals	91	crystal
frost	grapes	91	grape
garden	bees	91	bee
house	lions	91	lion
ice	trees	91	tree
jet	pillows	91	pillow
jungle	ferns	91	fern
laser	beans	91	bean
lawn	leaves	91	leaf
leaf	eyes	91	eye
leaf	plums	91	plum
lime	sludges	91	sludge
lion	apples	91	apple
lion	bones	91	bone
marble	chimneys	91	chimney
mummy	eyes	91	eye
night	parks	91	park
olive	plums	91	plum
pansy	orchids	91	orchid
park	cats	91	cat
pearly	sands	91	sand
pewter	skies	91	sky
porcelain	grills	91	grill
port	eyes	91	eye
pumpkin	candies	91	candy
reed	shoes	91	shoe
rose	babies	91	baby
scarlet	lilies	91	lily
scarlet	skies	91	sky
silver	marbles	91	marble
silver	pines	91	pine
stone	ghosts	91	ghost
strawberry	chocolates	91	chocolate
sugar	meringues	91	meringue
tree	hashes	91	hash
turquoise	hearts	91	heart
walnut	eyes	91	eye
winter	demons	91	demon
wood	cats	91	cat
ash	deserts	90	desert
ass	jades	90	jade
baby	berries	90	berry
baby	marshmallows	90	marshmallow
bean	sheets	90	sheet
blackjack	dragons	90	dragon
blueberry	soils	90	soil
catfish	bones	90	bone
cheese	houses	90	house
cocaine	crystals	90	crystal
coral	reeds	90	reed
emerald	grasses	90	grass
forest	spiders	90	spider
garlic	carrots	90	carrot
gold	buffs	90	buff
house	cheeses	90	cheese
house	sunsets	90	sunset
linen	bees	90	bee
lobster	nuts	90	nut
marble	antiques	90	antique
marble	leaves	90	leaf
meringue	ghosts	90	ghost
oil	sheets	90	sheet
pear	apples	90	apple
pineapple	stars	90	star
port	trees	90	tree
royal	dragons	90	dragon
royal	parchments	90	parchment
salt	peppers	90	pepper
sapphire	stars	90	star
scarlet	trees	90	tree
scenery	trees	90	tree
semen	eyes	90	eye
silk	lilies	90	lily
soap	sponges	90	sponge
sugar	grapes	90	grape
tiger	leaves	90	leaf
tree	clouds	90	cloud
turf	gardens	90	garden
vanilla	mints	90	mint
vanilla	nuts	90	nut
vermilion	eyes	90	eye
wax	eyes	90	eye
wood	skeletons	90	skeleton
alien	hearts	89	heart
autumn	cats	89	cat
bark	papers	89	paper
blood	pancakes	89	pancake
buttery	leathers	89	leather
canvas	bears	89	bear
cement	dusts	89	dust
chive	pancakes	89	pancake
chocolate	brains	89	brain
citrus	wines	89	wine
cloud	bears	89	bear
cotton	canvases	89	canvas
cream	apples	89	apple
dragon	fires	89	fire
dust	eyes	89	eye
enamel	shoes	89	shoe
eye	hearts	89	heart
floral	teas	89	tea
foam	trees	89	tree
gold	beetles	89	beetle
grape	gardens	89	garden
house	blazes	89	blaze
jade	hearts	89	heart
leek	pancakes	89	pancake
maroon	ribbons	89	ribbon
mauve	sunsets	89	sunset
moon	aliens	89	alien
night	papers	89	paper
porcelain	bricks	89	brick
rosé	champagnes	89	champagne
royal	coffins	89	coffin
slate	eyes	89	eye
snow	crusts	89	crust
spruce	meadows	89	meadow
star	lasers	89	laser
star	sheets	89	sheet
steel	cats	89	cat
strawberry	ices	89	ice
sugar	clouds	89	cloud
summer	cats	89	cat
walnut	antiques	89	antique
winter	frogs	89	frog
yogurt	salads	89	salad
amber	hearts	88	heart
aqua	hearts	88	heart
bear	chestnuts	88	chestnut
bee	waxes	88	wax
beryl	eyes	88	eye
bronze	grills	88	grill
butter	chocolates	88	chocolate
canopy	pines	88	pine
carrot	biscuits	88	biscuit
charcoal	chimneys	88	chimney
clay	chimneys	88	chimney
crystal	coffins	88	coffin
dermatitis	rashes	88	rash
elephant	saddles	88	saddle
fire	potatoes	88	potato
foliage	bears	88	bear
fox	fires	88	fire
heather	trees	88	tree
hemp	waffles	88	waffle
house	babies	88	baby
jungle	houses	88	house
lavender	teas	88	tea
lizard	bones	88	bone
maize	canopies	88	canopy
meadow	forests	88	forest
melba	meringues	88	meringue
moss	spiders	88	spider
negative	storms	88	storm
pearl	seashells	88	seashell
saffron	roses	88	rose
sand	beetles	88	beetle
silk	hearts	88	heart
spam	rockets	88	rocket
straw	pillows	88	pillow
sugar	chocolates	88	chocolate
tea	crystals	88	crystal
tomato	houses	88	house
tree	nights	88	night
wine	eyes	88	eye
winter	ports	88	port
blackjack	leaves	87	leaf
blister	sheets	87	sheet
camel	toilets	87	toilet
cheese	pillows	87	pillow
cotton	buffs	87	buff
desert	poppies	87	poppy
dust	houses	87	house
enamel	inks	87	ink
forest	stars	87	star
frog	hunters	87	hunter
heart	lotuses	87	lotus
henna	oils	87	oil
house	elephants	87	elephant
iron	ribbons	87	ribbon
kiwi	trees	87	tree
licorice	creams	87	cream
lily	boots	87	boot
magenta	leaves	87	leaf
milk	foams	87	foam
park	pitches	87	pitch
raisin	wines	87	wine
sand	demons	87	demon
satin	eyes	87	eye
silver	grasses	87	grass
squirrel	turds	87	turd
star	dragons	87	dragon
steel	bricks	87	brick
storm	houses	87	house
sulphur	fires	87	fire
wisteria	leaves	87	leaf
wood	torches	87	torch
apple	strawberries	86	strawberry
aqua	leaves	86	leaf
ass	rockets	86	rocket
baby	herons	86	heron
barbie	houses	86	house
cabbage	gardens	86	garden
cherry	brandies	86	brandy
chili	tomatoes	86	tomato
chocolate	skies	86	sky
concrete	forests	86	forest
cream	cherries	86	cherry
enamel	sheets	86	sheet
flame	lilies	86	lily
floral	cottons	86	cotton
gilt	daisies	86	daisy
grape	leafs	86	leaf
honey	berries	86	berry
honey	sugars	86	sugar
iris	eyes	86	eye
jet	oils	86	oil
jungle	hunters	86	hunter
kangaroo	hunters	86	hunter
licorice	ferns	86	fern
lilac	stars	86	star
marble	coffins	86	coffin
mustard	olives	86	olive
night	coffees	86	coffee
ochre	stars	86	star
oil	tars	86	tar
pumpkin	beetles	86	beetle
scarlet	carnations	86	carnation
seaweed	leaves	86	leaf
shadow	stars	86	star
soot	fires	86	fire
star	oceans	86	ocean
sulphur	salts	86	salt
watermelon	tomatoes	86	tomato
winter	whales	86	whale
wood	smokes	86	smoke
wool	leaves	86	leaf
alien	forests	85	forest
antique	oils	85	oil
bile	crystals	85	crystal
bone	waxes	85	wax
bronze	beetles	85	beetle
burnt	sugars	85	sugar
candy	ribbons	85	ribbon
chilli	leaves	85	leaf
china	stones	85	stone
copper	trees	85	tree
crimson	tomatoes	85	tomato
crystal	marbles	85	marble
heather	beetles	85	beetle
jungle	tigers	85	tiger
leather	flames	85	flame
magenta	sunsets	85	sunset
maize	oils	85	oil
maple	bananas	85	banana
milk	ices	85	ice
molasses	crystals	85	crystal
moon	cats	85	cat
mushroom	salads	85	salad
park	squirrels	85	squirrel
salad	beans	85	bean
salt	nuts	85	nut
scenery	leaves	85	leaf
sheet	foams	85	foam
shoe	leaves	85	leaf
sky	demons	85	demon
snow	gardens	85	garden
spider	hunters	85	hunter
storm	boots	85	boot
straw	leaves	85	leaf
teeth	leaves	85	leaf
toilet	asses	85	ass
torch	leaves	85	leaf
walnut	meringues	85	meringue
whale	babies	85	baby
winter	pines	85	pine
autumn	pumpkins	84	pumpkin
baby	toilets	84	toilet
beetroot	beeves	84	beef
brain	eyes	84	eye
brandy	beans	84	bean
burgundy	garnets	84	garnet
cement	lions	84	lion
chocolate	boots	84	boot
cinnamon	nuts	84	nut
clay	sands	84	sand
coral	houses	84	house
cow	boots	84	boot
crystal	cats	84	cat
dirt	houses	84	house
dove	trees	84	tree
foam	bananas	84	banana
gold	lemons	84	lemon
granite	marbles	84	marble
hunter	eyes	84	eye
leather	nights	84	night
limestone	woods	84	wood
magenta	ribbons	84	ribbon
mahogany	duns	84	dun
maple	creams	84	cream
marble	toilets	84	toilet
microwave	biscuits	84	biscuit
oatmeal	waffles	84	waffle
pee	ambers	84	amber
peppermint	hearts	84	heart
periwinkle	leaves	84	leaf
plum	candies	84	candy
porcelain	chimneys	84	chimney
salad	beets	84	beet
scarlet	cardinals	84	cardinal
scarlet	peaches	84	peach
smoke	hams	84	ham
soap	crystals	84	crystal
spam	demons	84	demon
storm	hunters	84	hunter
sunset	gardens	84	garden
whale	leaves	84	leaf
baby	leafs	83	leaf
baby	nights	83	night
blonde	melons	83	melon
bone	whales	83	whale
butter	lettuces	83	lettuce
butter	raisins	83	raisin
cedar	rusts	83	rust
concrete	clouds	83	cloud
fire	shoes	83	shoe
frost	refrigerators	83	refrigerator
gold	shadows	83	shadow
grass	flames	83	flame
hunter	parks	83	park
ice	lasers	83	laser
ivory	lambs	83	lamb
laser	shoes	83	shoe
lava	crusts	83	crust
mint	dragons	83	dragon
mint	leafs	83	leaf
moon	carrots	83	carrot
night	jets	83	jet
nutty	cheeses	83	cheese
pine	rusts	83	rust
sand	bears	83	bear
sand	foxes	83	fox
shit	eyes	83	eye
snow	corns	83	corn
sulfur	clouds	83	cloud
summer	cows	83	cow
sunflower	beetles	83	beetle
wax	hearts	83	heart
acid	dusts	82	dust
almond	potatoes	82	potato
antique	cigars	82	cigar
barn	sheets	82	sheet
candy	bunnies	82	bunny
cow	corpses	82	corpse
crimson	rubies	82	ruby
crimson	stones	82	stone
elephant	houses	82	house
eye	rashes	82	rash
granite	sands	82	sand
gunpowder	rockets	82	rocket
lingerie	jades	82	jade
milk	eyes	82	eye
mocha	eyes	82	eye
ocean	lagoons	82	lagoon
raspberry	nipples	82	nipple
sand	pears	82	pear
sheet	corals	82	coral
shit	shoes	82	shoe
shrimp	babies	82	baby
sky	parks	82	park
squirrel	leaves	82	leaf
sulphur	mustards	82	mustard
teal	leaves	82	leaf
vanilla	meringues	82	meringue
vomit	flames	82	flame
aluminium	plaques	81	plaque
amber	shadows	81	shadow
apple	orchids	81	orchid
baby	cardinals	81	cardinal
canopy	woods	81	wood
chickpea	pancakes	81	pancake
chocolate	sheets	81	sheet
cigar	papers	81	paper
crimson	apples	81	apple
custard	pillows	81	pillow
elephant	bears	81	bear
eye	peppers	81	pepper
ghost	fires	81	fire
gilt	roses	81	rose
gold	tigers	81	tiger
grape	ferns	81	fern
ham	salads	81	salad
house	ports	81	port
ivory	houses	81	house
kangaroo	bones	81	bone
marzipan	leaves	81	leaf
mauve	shadows	81	shadow
night	pancakes	81	pancake
olive	pearls	81	pearl
paper	cats	81	cat
pigeon	leaves	81	leaf
russet	trees	81	tree
sand	lagoons	81	lagoon
sand	shadows	81	shadow
shoe	babies	81	baby
silver	willows	81	willow
skeleton	houses	81	house
skeleton	shrimps	81	shrimp
soil	sheets	81	sheet
straw	barns	81	barn
strawberry	wines	81	wine
sugar	caramels	81	caramel
sulphur	acids	81	acid
tree	boots	81	boot
vixen	eyes	81	eye
walnut	inks	81	ink
winter	sheets	81	sheet
winter	smogs	81	smog
wood	putties	81	putty
wood	tigers	81	tiger
agate	crystals	80	crystal
bacon	mushrooms	80	mushroom
bark	forests	80	forest
blonde	suns	80	sun
blood	boots	80	boot
blood	jets	80	jet
brass	roses	80	rose
bronze	linens	80	linen
candy	lipsticks	80	lipstick
candy	pecans	80	pecan
cardboard	leaves	80	leaf
cat	ghosts	80	ghost
coffee	bricks	80	brick
crystal	forests	80	forest
dragon	sheets	80	sheet
earth	cats	80	cat
elephant	steaks	80	steak
fire	cows	80	cow
floral	shadows	80	shadow
forest	sages	80	sage
fudge	peaches	80	peach
garden	daffodils	80	daffodil
gold	raisins	80	raisin
gold	sunflowers	80	sunflower
grill	ovens	80	oven
heart	fires	80	fire
ice	mushrooms	80	mushroom
ladybug	boots	80	boot
leather	skeletons	80	skeleton
maple	blazes	80	blaze
midnight	storms	80	storm
navy	parks	80	park
pearl	hunters	80	hunter
pineapple	pancakes	80	pancake
poo	eyes	80	eye
sand	dragons	80	dragon
sandy	earths	80	earth
shoe	blisters	80	blister
silver	persians	80	persian
spinach	bears	80	bear
star	papers	80	paper
stone	demons	80	demon
sugar	babys	80	baby
sunshine	leaves	80	leaf
tea	candies	80	candy
teal	hunters	80	hunter
tree	beans	80	bean
turquoise	stars	80	star
vanilla	cappuccinos	80	cappuccino
ash	oils	79	oil
ass	babys	79	baby
banana	shoes	79	shoe
battleship	fires	79	fire
butter	pecans	79	pecan
cheddar	bunnies	79	bunny
china	bears	79	bear
cinder	soils	79	soil
coral	nipples	79	nipple
emerald	mosses	79	moss
fire	chimneys	79	chimney
hemp	linens	79	linen
ice	shadows	79	shadow
iron	crusts	79	crust
lime	sands	79	sand
lion	fawns	79	fawn
moon	daisies	79	daisy
nut	caramels	79	caramel
oil	hunters	79	hunter
pancake	shoes	79	shoe
paper	nappies	79	nappy
pumpkin	biscuits	79	biscuit
rum	bananas	79	banana
rust	leaves	79	leaf
salad	shrimps	79	shrimp
shadow	ports	79	port
snow	buffs	79	buff
soap	salts	79	salt
starch	crystals	79	crystal
summer	cabbages	79	cabbage
sun	corals	79	coral
tan	stones	79	stone
toast	waffles	79	waffle
tomato	peppers	79	pepper
winter	silks	79	silk
wood	dragons	79	dragon
alien	seaweeds	78	seaweed
antique	absinthes	78	absinthe
barbie	boots	78	boot
bear	pancakes	78	pancake
buttery	crusts	78	crust
canvas	papers	78	paper
caramel	bananas	78	banana
cardinal	houses	78	house
cheese	carrots	78	carrot
china	marbles	78	marble
concrete	plaques	78	plaque
copper	enamels	78	enamel
cow	bears	78	bear
crimson	cherries	78	cherry
curried	leeks	78	leek
ebony	elephants	78	elephant
ebony	shadows	78	shadow
floral	meadows	78	meadow
garlic	salts	78	salt
ghost	mushrooms	78	mushroom
honey	butters	78	butter
ink	clouds	78	cloud
iron	nappies	78	nappy
jet	nuts	78	nut
jungle	lions	78	lion
khaki	leaves	78	leaf
leather	nuts	78	nut
lilac	clouds	78	cloud
limestone	sands	78	sand
microwave	fires	78	fire
milk	trees	78	tree
mint	crystals	78	crystal
night	devils	78	devil
oatmeal	raisins	78	raisin
oil	pitches	78	pitch
paper	demons	78	demon
park	antiques	78	antique
peppermint	marshmallows	78	marshmallow
pigeon	bloods	78	blood
pine	tars	78	tar
rose	leafs	78	leaf
rose	sheets	78	sheet
rouge	shoes	78	shoe
snow	pears	78	pear
sugar	potatoes	78	potato
toothpaste	leaves	78	leaf
turf	stars	78	star
algae	oils	77	oil
amber	rums	77	rum
baby	peacocks	77	peacock
baby	watermelons	77	watermelon
blackjack	buffs	77	buff
blood	hunters	77	hunter
buff	boots	77	boot
chili	shoes	77	shoe
cloud	stars	77	star
concrete	gardens	77	garden
copper	antiques	77	antique
crow	eyes	77	eye
dawn	leaves	77	leaf
floral	acids	77	acid
gingerbread	snowflakes	77	snowflake
gold	willows	77	willow
heart	lusts	77	lust
heart	plaques	77	plaque
lemon	lollipops	77	lollipop
lingerie	houses	77	house
maple	pecans	77	pecan
mist	cats	77	cat
mushroom	potatoes	77	potato
parrot	pillows	77	pillow
ribbon	forests	77	forest
rusty	brains	77	brain
salmon	hunters	77	hunter
sardine	stones	77	stone
silk	cottons	77	cotton
sky	flames	77	flame
snow	crocuses	77	crocus
soap	berries	77	berry
sunburn	creams	77	cream
tree	kingfishers	77	kingfisher
walnut	crystals	77	crystal
whale	corpses	77	corpse
winter	bones	77	bone
wood	bleaches	77	bleach
ass	steaks	76	steak
auburn	skies	76	sky
autumn	ferns	76	fern
baby	blondes	76	blonde
bear	candies	76	candy
bee	hummingbirds	76	hummingbird
biscotti	biscuits	76	biscuit
biscuit	bones	76	bone
cream	ribbons	76	ribbon
crimson	shoes	76	shoe
dragon	papers	76	paper
ebony	frogs	76	frog
elk	woods	76	wood
fire	pearls	76	pearl
flesh	pines	76	pine
floral	silks	76	silk
foam	boots	76	boot
funeral	eyes	76	eye
ginger	pears	76	pear
glacier	leaves	76	leaf
gold	yolks	76	yolk
grass	stones	76	stone
house	aliens	76	alien
leaf	woods	76	wood
leather	lingeries	76	lingerie
linen	roses	76	rose
midnight	moons	76	moon
milk	barns	76	barn
mouse	nuts	76	nut
pear	stones	76	stone
raspberry	beetles	76	beetle
sand	eyes	76	eye
silk	flames	76	flame
snow	eyes	76	eye
star	asses	76	ass
star	hearts	76	heart
sunshine	skies	76	sky
tar	soaps	76	soap
teal	pearls	76	pearl
tiger	skeletons	76	skeleton
titanium	crystals	76	crystal
toilet	houses	76	house
torch	lilies	76	lily
winter	nuts	76	nut
yogurt	ices	76	ice
acid	sludges	75	sludge
alien	moons	75	moon
azure	kingfishers	75	kingfisher
baby	potatos	75	potato
banana	candies	75	candy
blood	crusts	75	crust
burnt	sheets	75	sheet
camphor	leaves	75	leaf
caramel	biscuits	75	biscuit
carrot	pancakes	75	pancake
cat	flames	75	flame
chimney	pitches	75	pitch
china	hearts	75	heart
chocolate	mustards	75	mustard
cream	cows	75	cow
crimson	blushes	75	blush
crimson	sands	75	sand
crystal	cherries	75	cherry
curried	curries	75	curry
devil	bunnies	75	bunny
dough	blisters	75	blister
dust	stars	75	star
ebony	leaves	75	leaf
eye	tigers	75	tiger
flamingo	lagoons	75	lagoon
fuchsia	crystals	75	crystal
hemp	bricks	75	brick
iPod	leaves	75	leaf
iron	shadows	75	shadow
kiwi	houses	75	house
leather	eyes	75	eye
lingerie	leaves	75	leaf
mist	trees	75	tree
mouse	sheets	75	sheet
ocean	forests	75	forest
paper	fawns	75	fawn
parchment	bears	75	bear
park	lions	75	lion
pepper	sands	75	sand
ribbon	candies	75	candy
sandy	gardens	75	garden
scarlet	boots	75	boot
snow	lotuses	75	lotus
steel	clouds	75	cloud
stone	beetles	75	beetle
tea	berries	75	berry
wine	mushrooms	75	mushroom
winter	barns	75	barn
acid	eyes	74	eye
apple	lollipops	74	lollipop
azure	clouds	74	cloud
bacon	hams	74	ham
bean	milks	74	milk
brick	sheets	74	sheet
bronze	bears	74	bear
cardboard	tomatoes	74	tomato
cat	bandanas	74	bandana
cocoa	gardens	74	garden
crust	leathers	74	leather
crystal	houses	74	house
desert	babies	74	baby
desert	marigolds	74	marigold
dragon	shadows	74	shadow
floral	plaques	74	plaque
foliage	canopies	74	canopy
fox	leaves	74	leaf
garden	sunflowers	74	sunflower
iron	barks	74	bark
lime	cements	74	cement
marble	apples	74	apple
milk	acids	74	acid
mud	stones	74	stone
park	butters	74	butter
peppermint	carnations	74	carnation
pewter	stars	74	star
plum	brandies	74	brandy
rice	oils	74	oil
rose	shrimps	74	shrimp
royal	corpses	74	corpse
russet	roses	74	rose
sage	eyes	74	eye
salt	mushrooms	74	mushroom
shadow	stones	74	stone
silt	clays	74	clay
sponge	brains	74	brain
sponge	leaves	74	leaf
sunflower	eyes	74	eye
vanilla	peaches	74	peach
walnut	waffles	74	waffle
winter	hunters	74	hunter
wood	soils	74	soil
yogurt	deserts	74	desert
auburn	sunsets	73	sunset
baby	fawns	73	fawn
bear	cherries	73	cherry
blood	babies	73	baby
butter	smokes	73	smoke
cat	livers	73	liver
cherry	pancakes	73	pancake
corn	eyes	73	eye
demon	ghosts	73	ghost
fox	meadows	73	meadow
fuchsia	trees	73	tree
ghost	sheets	73	sheet
grill	mushrooms	73	mushroom
heart	waffles	73	waffle
honey	peaches	73	peach
house	coals	73	coal
jungle	lagoons	73	lagoon
leaf	stones	73	stone
mango	gardens	73	garden
obsidian	dragons	73	dragon
parsley	chives	73	chive
raspberry	hearts	73	heart
sand	grasses	73	grass
sheet	lavas	73	lava
silver	khakis	73	khaki
snow	foxes	73	fox
spinach	mushrooms	73	mushroom
stone	shadows	73	shadow
sun	rashes	73	rash
zinc	brasses	73	brass
alien	cows	72	cow
almond	toffees	72	toffee
aluminum	dusts	72	dust
amethyst	robins	72	robin
apple	bears	72	bear
ass	storms	72	storm
bear	houses	72	house
beef	barns	72	barn
bunny	toilets	72	toilet
butter	papers	72	paper
canary	melons	72	melon
cauliflower	mushrooms	72	mushroom
cedar	pines	72	pine
cement	jungles	72	jungle
chalk	slates	72	slate
cheese	shrimps	72	shrimp
cream	kohls	72	kohl
crocus	leaves	72	leaf
demon	spiders	72	spider
desert	hunters	72	hunter
elm	beetles	72	beetle
emerald	hearts	72	heart
flour	sheets	72	sheet
funeral	shoes	72	shoe
gold	dusts	72	dust
grass	teas	72	tea
heather	leaves	72	leaf
iron	cats	72	cat
lavender	violets	72	violet
lichen	forests	72	forest
maple	walnuts	72	walnut
moon	houses	72	house
navy	leaves	72	leaf
nutty	fudges	72	fudge
okra	croutons	72	crouton
pepper	shrimps	72	shrimp
sheet	mustards	72	mustard
shit	bananas	72	banana
shit	brains	72	brain
shit	nights	72	night
sky	prawns	72	prawn
snow	forests	72	forest
straw	trees	72	tree
submarine	cements	72	cement
summer	khakis	72	khaki
sun	ravens	72	raven
titanium	foams	72	foam
topaz	hearts	72	heart
tree	corpses	72	corpse
tree	hearts	72	heart
urine	acids	72	acid
winter	robins	72	robin
wool	lambs	72	lamb
